name,high_school,position,ht_wt,national_rank,position_rank,state_rank,recruit_score,college,year
Chris Evans," Petersburg (Petersburg, VA)  ", SF , 6-6 / 200 ,732,131,34,0.7667,coastal-carolina,2009
Emarri Bailey," Arlington Country Day School (Jacksonville, FL)  ", SF , 6-7 / 190 ,564,97,37,0.8111,georgia-southern,2009
James Vincent," Northside (Columbus, GA)  ", C , 6-9 / 242 ,261,32,20,0.8778,georgia-state,2009
Jamar Taylor," Brunswick C.C. (Bolivia, NC)  ", PF , 6-9 / 230 ,49,18,1,0.7667,georgia-state,2009
Mi'kyel Nero," Brunswick C.C. (Bolivia, NC)  ", SF , 6-5 / 205 ,95,28,3,0.7667,georgia-state,2009
Javan Mitchell," Greensboro Day School (Greensboro, NC)  ", C , 6-9 / 215 ,416,50,24,0.8427,louisiana,2009
Hugh Mingo," South Plains College (Levelland, TX)  ", SG , 6-3 / 175 ,28,7,3,0.8333,louisiana-monroe,2009
Colby Carr," O Perry Walker  (New Orleans, LA)  ", SG , 6-3 / 185 ,502,123,3,0.8243,louisiana-monroe,2009
Warren Fuselier," San Bernardino Valley College (San Bernardino, CA)  ", PG , 5-10 / 160 ,41,5,3,0.7889,louisiana-monroe,2009
Tommie Sykes," Odessa C.C. (Odessa, TX)  ", SF , 6-4 / 205 ,151,41,21,0.7667,louisiana-monroe,2009
Fabio Ribero," New Mexico J.C. (Hobbs, NM)  ", PF , 6-10 / 245 ,162,49,1,0.7667,louisiana-monroe,2009
Augustin Rubit," Christian Life Center Academy (Humble, TX)  ", PF , 6-7 / 220 ,325,83,27,0.8567,south-alabama,2009
Javier Carter," Parish Episcopal School (Dallas, TX)  ", PF , 6-8 / 205 ,430,115,36,0.8427,south-alabama,2009
Andre Gowins," Gautier (Gautier, MS)  ", PF , 6-8 / 235 ,526,144,6,0.8208,south-alabama,2009
Martino Brock," Maine Central Institute (Pittsfield, ME)  ", SF , 6-4 / 195 ,556,96,2,0.8111,south-alabama,2009
C.J. Garner," Springbrook (Silver Spring, MD)  ", PG , 5-10 / 160 ,587,124,15,0.8111,south-alabama,2009
Tim Williams," Motlow State Community College (Tullahoma, TN)  ", SF , 6-4 / 205 ,124,33,3,0.7667,south-alabama,2009
Raymond Sims," Paris Junior College (Paris, TX)  ", PG , 5-9 / 180 ,155,26,22,0.7667,south-alabama,2009
P.J. Reyes," Lamar (Lamar, CO)  ", SF , 6-4 / 180 ,795,141,5,0.7667,south-alabama,2009
J.B. Conley," Temple (Temple, TX)  ", SF , 6-6 / 210 ,639,111,57,0.7667,texas-state,2009
Uriel Segura," McLennan C.C. (Waco, TX)  ", PG , 6-3 / 175 ,51,7,8,0.7667,texas-state,2009
Dylan Hale," Washburn (Minneapolis, MN)  ", SG , 5-10 / 165 ,667,165,15,0.7667,texas-state,2009
Vernon Taylor," Spartanburg (Spartanburg, SC)  ", SG , 6-4 / 193 ,690,169,8,0.7667,troy,2009
Levan Patsatia," Pensacola (Pensacola, FL)  ", SF , 6-6 / 216 ,715,129,45,0.7667,troy,2009
Jordan Reves," Jeffersontown Magnet Career Academy (Louisville, KY)  ", C , 6-10 / 225 ,646,66,4,0.7667,texas-arlington,2009
Kerry Jones," Robert E Lee (Tyler, TX)  ", PF , 6-6 / 210 ,736,193,76,0.7667,texas-arlington,2009
Cameron Catlett," James Madison (San Antonio, TX)  ", SG , 6-3 / 180 ,768,188,81,0.7667,texas-arlington,2009
Brandon West," Godley (Godley, TX)  ", PF , 6-9 / 255 ,275,71,25,0.8743,new-mexico-state,2009
Marquese Dunn," Hendrickson (Pflugerville, TX)  ", SG , 6-2 / 205 ,656,162,60,0.7667,new-mexico-state,2009
Justin Standley," McClymonds (Oakland, CA)  ", PG , 6-2 / 205 ,661,143,61,0.7667,new-mexico-state,2009
Charles Garcia," Riverside C.C. (Riverside, CA)  ", PF , 6-9 / 220 ,12,6,1,0.8556,seattle,2009
Alex Jones," Scottsdale C.C. (Scottsdale, AZ)  ", PF , 6-8 / 215 ,103,30,4,0.7667,seattle,2009
Ben Eisenhardt," Bainbridge (Bainbridge Island, WA)  ", PF , 6-10 / 210 ,716,190,10,0.7667,seattle,2009
Garrett Lever," Midland Christian (Midland, TX)  ", PG , 6-0 / 180 ,733,154,75,0.7667,seattle,2009
Adam Eackles," Woodland (Woodland, CA)  ", PF , 6-7 / 210 ,752,198,68,0.7667,seattle,2009
Aaron England," Carbon (Price, UT)  ", SF , 6-5 / 200 ,702,124,12,0.7667,utah-valley,2009
Tyler Haws," Lone Peak (American Fork, UT)  ", SG , 6-5 / 185 ,131,36,2,0.9398,byu,2009
Brandon Davies," Provo (Provo, UT)  ", PF , 6-8 / 200 ,327,85,5,0.8559,byu,2009
Ian Harward," Orem (Orem, UT)  ", C , 6-10 / 220 ,578,60,8,0.8111,byu,2009
Nate Austin," Lone Peak (American Fork, UT)  ", PF , 6-9 / 215 ,580,157,9,0.8111,byu,2009
Mangisto Arop," Hillfield Strathallan College (Hamilton, ON)  ", SF , 6-5 / 175 ,1,1,1,0.9513,gonzaga,2009
Sam Dower," Osseo Senior (Osseo, MN)  ", PF , 6-9 / 220 ,116,33,3,0.9488,gonzaga,2009
GJ Vilarino," McKinney (McKinney, TX)  ", PG , 6-0 / 160 ,189,31,19,0.8965,gonzaga,2009
Allen Huddleston," Merced College (Merced, CA)  ", PG , 6-1 / 175 ,29,2,2,0.8215,pacific,2009
Sterling Carter," Franklin (Seattle, WA)  ", PG , 6-0 / 180 ,595,126,7,0.8083,pacific,2009
Raymond Cody," Antelope Valley College (Lancaster, CA)  ", SG , 6-5 / 185 ,62,14,5,0.7667,pacific,2009
Marcus Falley," Durango (Las Vegas, NV)  ", SG , 6-3 / 170 ,757,184,13,0.7667,pacific,2009
Nyika Williams," Barton C.C. (Great Bend, KS)  ", PF , 6-7 / 210 ,139,42,16,0.7667,pacific,2009
Sterling Carter," Franklin (Seattle, WA)    ", PG , 6-0 / 200 ,NA,NA,NA,NA,pacific,2009
Jordan Mackie," Dorsey (Los Angeles, CA)  ", SG , 6-3 / 170 ,234,58,25,0.8903,san-diego,2009
Patrick McCollum," Westwind Preparatory Academy (Phoenix, AZ)  ", PG , 6-2 / 175 ,357,66,5,0.8556,san-diego,2009
Cameron Miles," Skyline (Dallas, TX)  ", PG , 6-1 / 160 ,404,74,34,0.8458,san-diego,2009
Ken Rancifer," El Cerrito (El Cerrito, CA)  ", SF , 6-7 / 180 ,441,80,44,0.8396,san-diego,2009
Chris Manresa," Tesoro (Rancho Santa Margarita, CA)  ", PF , 6-8 / 246 ,443,120,45,0.8396,san-diego,2009
Rafael Crescencio," Arizona Western College (Yuma, AZ)  ", PF , 6-9 / 220 ,61,20,1,0.7667,san-diego,2009
Tim Harris," Valley Christian (San Jose, CA)  ", SG , 6-3 / 195 ,257,67,28,0.8840,st-marys,2009
Matthew Dellavedova," Australian Institute of Sport (Canberra, SW)    ", SG , 6-3 / 190 ,396,102,4,0.8458,st-marys,2009
Mitchell Young," Australian Institute of Sport (Canberra, SW)  ", PF , 6-9 / 235 ,421,111,5,0.8427,st-marys,2009
Jorden Page," Australian Institute of Sport (Canberra, SW)  ", PG , 6-2 / 170 ,444,81,7,0.8396,st-marys,2009
Jeffery Forbes," Federal Way (Federal Way, WA)  ", PG , 6-0 / 165 ,614,133,8,0.7958,eastern-washington,2009
Steve Hedrick," Mattoon (Mattoon, IL)  ", SG , 6-2 / 190 ,730,178,38,0.7667,eastern-washington,2009
Tremayne Johnson," Los Angeles Southwest College (Los Angeles, CA)  ", PF , 6-7 / 200 ,122,35,13,0.7667,eastern-washington,2009
Stevie Hedrick," Mattoon (Mattoon, IL)  ", SG , 6-2 / 195 ,746,181,40,0.7667,eastern-washington,2009
Alden Gibbs," College of the Siskiyous (Weed, CA)  ", SF , 6-3 / 185 ,127,34,16,0.7667,eastern-washington,2009
Dvonne Pickett," Rainier Beach (Seattle, WA)  ", PG , 5-10 / 190 ,784,171,11,0.7667,eastern-washington,2009
Eric Segert," Oldsmar Christian School (Oldsmar, FL)  ", SG , 6-2 / 175 ,379,99,27,0.8493,idaho-state,2009
Broderick Gilchrist," Borger (Borger, TX)  ", PG , 5-11 / 165 ,725,152,73,0.7667,idaho-state,2009
Corey Stern," Rainier Beach (Seattle, WA)  ", SF , 6-6 / 200 ,247,44,4,0.8872,idaho,2009
Joe Kammerer," North Eugene (Eugene, OR)  ", PF , 6-9 / 240 ,463,125,4,0.8365,idaho,2009
Landon Tatum," South Plains College (Levelland, TX)  ", PG , 6-0 / 165 ,54,9,10,0.7667,idaho,2009
Shawn Henderson," North Idaho College (Coeur D Alene, ID)  ", SG , 6-3 / 185 ,126,32,4,0.7667,idaho,2009
Jeff Ledbetter," Irvine (Irvine, CA)  ", SG , 6-3 / 195 ,766,187,71,0.7667,idaho,2009
Will Cherry," McClymonds (Oakland, CA)  ", SG , 6-1 / 160 ,282,74,32,0.8715,montana,2009
Eric Hutchison," Mark Morris (Longview, WA)  ", PF , 6-9 / 218 ,429,114,6,0.8427,montana,2009
Thurman Woods," Compton Dominguez (Compton, CA)  ", SF , 6-5 / 190 ,504,85,47,0.8240,montana,2009
Jeff Budinich," Kentlake (Kent, WA)  ", PF , 6-10 / 215 ,622,166,9,0.7958,montana-state,2009
Michel Swita," North Idaho College (Coeur D Alene, ID)  ", C , 7-0 / 270 ,113,4,3,0.7667,montana-state,2009
Stallon Saldivar," Judge Memorial Catholic (Salt Lake City, UT)  ", PG , 6-0 / 175 ,486,92,7,0.8271,northern-arizona,2009
DeAngelo Jones," Cochise College (Douglas, AZ)  ", SF , 6-5 / 178 ,73,20,2,0.7667,northern-arizona,2009
Isaiah Jackson," Mississippi Gulf Coast C.C. (Perkinston, MS)  ", SG , 6-6 / 195 ,102,25,3,0.7667,northern-arizona,2009
Tate Unruh," Branson (Branson, MO)  ", PG , 6-1 / 160 ,447,82,7,0.8368,northern-colorado,2009
Connor Osborne," Columbine (Littleton, CO)  ", C , 6-9 / 240 ,460,52,2,0.8365,northern-colorado,2009
Emmanuel Addo," Northfield Senior (Northfield, MN)    ", PF , 6-7 / 220 ,478,130,10,0.8302,northern-colorado,2009
Max Jacobsen," Lakeridge (Lake Oswego, OR)  ", PF , 6-6 / 230 ,484,132,5,0.8274,portland-state,2009
Chris Harriel," San Jacinto (San Jacinto, CA)  ", SG , 6-4 / 185 ,594,143,55,0.8083,portland-state,2009
Melvin Jones," North Idaho College (Coeur D Alene, ID)  ", PG , 5-10 / 175 ,65,12,2,0.7667,portland-state,2009
Phillip Thomas," Carbon (Price, UT)  ", PF , 6-8 / 240 ,712,189,13,0.7667,portland-state,2009
John Dickson," Fairfield (Fairfield, CA)  ", SF , 6-5 / 185 ,517,89,49,0.8240,sacramento-state,2009
Dani Lopez," South Elgin (South Elgin, IL)  ", C , 6-9 / 275 ,599,62,29,0.8052,sacramento-state,2009
Duro Bjegovic," Highland Community College (Freeport, IL)  ", PF , 6-7 / 235 ,67,21,4,0.7667,sacramento-state,2009
Walter Jackson," San Joaquin Delta College (Stockton, CA)  ", SF , 6-5 / 180 ,111,32,9,0.7667,sacramento-state,2009
Sultan Toles-Bey," Fresno City College (Fresno, CA)  ", PG , 5-11 / 175 ,132,23,17,0.7667,sacramento-state,2009
Blake Davis," St Marys (Phoenix, AZ)  ", SG , 6-5 / 205 ,525,125,6,0.8208,weber-state,2009
Byron Fulton," St Marys (Phoenix, AZ)  ", PF , 6-7 / 230 ,593,160,8,0.8083,weber-state,2009
Lindsey Hughey," Seminole State College (Seminole, OK)  ", SG , 6-3 / 194 ,45,11,1,0.7667,weber-state,2009
Franklin Session," Saddleback College (Mission Viejo, CA)  ", PG , 6-2 / 175 ,101,17,8,0.7667,weber-state,2009
Josh Noble," Boaz Sch (Boaz, AL)  ", PG , 6-2 / 190 ,718,149,15,0.7667,weber-state,2009
Tom Tankelewicz," Middle Creek (Apex, NC)  ", SG , 6-4 / 180 ,738,180,34,0.7667,charleston-southern,2009
Brian McNair," Greenfield School (Wilson, NC)  ", PG , 5-11 / 165 ,673,145,31,0.7667,gardner-webb,2009
Luke Engelken," Butler C.C. (El Dorado, KS)  ", SF , 6-6 / 215 ,134,35,15,0.7667,gardner-webb,2009
Tehran Cox," Northside Christian Academy (Fort Smith, AR)  ", PG , 6-1 / 160 ,577,120,6,0.8111,high-point,2009
Devon McLendon," Odessa C.C. (Odessa, TX)  ", SG , 6-4 / 195 ,59,12,11,0.7667,high-point,2009
Jairus Simms," North Forsyth (Winston Salem, NC)  ", PG , 6-0 / 170 ,742,159,35,0.7667,high-point,2009
Jamal Curry," Porter Gaud School (Charleston, SC)  ", PF , 6-9 / 190 ,756,200,9,0.7667,radford,2009
Michael Wooten," Graham (Graham, NC)  ", SG , 6-1 / 165 ,776,190,36,0.7667,radford,2009
Evan Faulkner," Elliott County (Sandy Hook, KY)  ", SG , 6-2 / 175 ,796,194,7,0.7667,radford,2009
Blake Smith," United Faith Christian Academy (Charlotte, NC)  ", SG , 6-4 / 175 ,802,195,37,0.7667,radford,2009
Robbie Dreher," Southside (Greenville, SC)  ", SG , 6-4 / 180 ,563,134,6,0.8111,winthrop,2009
Julius Francis," Good Counsel (Olney, MD)  ", C , 6-11 / 243 ,779,75,23,0.7667,winthrop,2009
Malcolm Hawkins," Norview (Norfolk, VA)  ", SF , 6-6 / 200 ,654,113,29,0.7667,delaware,2009
Josh Brinkley," Douglas S. Freeman (Richmond, VA)  ", PF , 6-6 / 190 ,689,181,31,0.7667,delaware,2009
Devon Saddler," Aberdeen (Aberdeen, MD)  ", SG , 6-2 / 210 ,728,176,19,0.7667,delaware,2009
Jamelle Hagins," William Fleming (Roanoke, VA)  ", PF , 6-7 / 200 ,804,211,36,0.7667,delaware,2009
Shannon Givens," Academy Of The New Church Boys School (Bryn Mawr, PA)  ", PG , 5-11 / 180 ,726,153,20,0.7667,drexel,2009
Dartaye Ruffin," Stoughton (Stoughton, MA)  ", PF , 6-8 / 230 ,788,207,18,0.7667,drexel,2009
Brett Ervin," Robert C. Byrd (Clarksburg, WV)  ", PF , 6-7 / 220 ,468,128,3,0.8333,elon,2009
Paul Bilbo," St. Dominic (Oyster Bay, NY)  ", PF , 6-8 / 220 ,450,122,14,0.8365,hofstra,2009
Chaz Williams," Bishop Ford Central Catholic (Brooklyn, NY)  ", PG , 5-8 / 175 ,605,129,19,0.8028,hofstra,2009
Yves Jules," The Winchendon School (Winchendon, MA)  ", SG , 6-1 / 165 ,624,149,12,0.7889,hofstra,2009
Brad Kelleher," Midland (Midland, TX)  ", PG , 6-0 / 178 ,767,166,80,0.7667,hofstra,2009
David Imes," The Winchendon School (Winchendon, MA)  ", PF , 6-6 / 220 ,805,212,20,0.7667,hofstra,2009
Darren White," Dan River  (Ringgold, VA)  ", SG , 6-3 / 180 ,457,112,21,0.8365,james-madison,2009
Eric Beard," New Creations Christian School (Richmond, IN)  ", PF , 6-7 / 180 ,755,199,20,0.7667,james-madison,2009
Isaiah Philmore," John Carroll School (Bel Air, MD)  ", PF , 6-7 / 210 ,184,49,7,0.8965,towson,2009
Nick Diatta," Montverde Academy (Montverde, FL)  ", PF , 6-8 / 205 ,489,133,33,0.8271,towson,2009
Erique Gumbs," Caravel Academy (Bear, DE)  ", PF , 6-9 / 225 ,499,138,2,0.8271,towson,2009
Will Adams," Imhotep Institute (Philadelphia, PA)  ", SG , 6-4 / 190 ,600,144,18,0.8052,towson,2009
Rashawn Polk," North Carolina Tech (Charlotte, NC)  ", PG , 6-2 / 205 ,737,156,33,0.7667,towson,2009
Matt Wilson," Ravenscroft School (Raleigh, NC)  ", C , 6-11 / 220 ,320,39,20,0.8587,uncw,2009
Jeremy Basnight," Brunswick C.C. (Bolivia, NC)  ", SG , 6-5 / 200 ,66,16,2,0.7667,uncw,2009
Ahmad Grant," Olney Central College (Olney, IL)  ", SG , 6-3 / 175 ,157,39,12,0.7667,uncw,2009
Kyle Gaillard," North Mecklenburg (Huntersville, NC)  ", SF , 6-7 / 180 ,451,81,26,0.8365,wm,2009
Matt Rum," Loyola Blakefield (Towson, MD)  ", SG , 6-3 / 175 ,548,132,14,0.8132,wm,2009
Tucker Halpern," Noble And Greenough School (Dedham, MA)  ", PF , 6-7 / 200 ,438,118,7,0.8399,brown,2009
Andrew McCarthy," Northfield Mount Hermon (Northfield, MA)  ", PF , 6-7 / 210 ,683,180,14,0.7667,brown,2009
Matt Sullivan," Loyola Academy (Wilmette, IL)  ", SG , 6-5 / 205 ,786,192,43,0.7667,brown,2009
Brian Barbour," Monte Vista (Danville, CA)  ", PG , 6-0 / 175 ,750,161,66,0.7667,columbia,2009
Eitan Chemerinski," Charles E Smith Jewish Day School (Rockville, MD)  ", PF , 6-9 / 190 ,494,136,13,0.8271,cornell,2009
Josh Figini," Chisago Lakes Senior (Lindstrom, MN)  ", PF , 6-8 / 200 ,539,148,12,0.8177,cornell,2009
Miles Asafo-Adjei," Ensworth (Nashville, TN)  ", PG , 6-2 / 175 ,607,130,17,0.8021,cornell,2009
Peter McMillan," Northfield Mount Hermon (Northfield, MA)  ", PF , 6-7 / 220 ,727,192,16,0.7667,cornell,2009
Errick Peck," Cathedral (Indianapolis, IN)  ", PF , 6-6 / 223 ,NA,NA,NA,NA,cornell,2009
Garrett Brown," Angleton (Angleton, TX)  ", PG , 6-2 / 185 ,503,99,44,0.8240,dartmouth,2009
Mbiyimoh Ghogomu," Clear Brook (Friendswood, TX)  ", SF , 6-5 / 190 ,509,87,46,0.8240,dartmouth,2009
Dee Giger," Christ School (Arden, NC)  ", SG , 6-6 / 180 ,285,76,15,0.8715,harvard,2009
Brandyn Curry," Hopewell (Huntersville, NC)  ", PG , 6-1 / 180 ,288,49,16,0.8712,harvard,2009
Jeff Georgatos," Episcopal School of Dallas (Dallas, TX)  ", PF , 6-8 / 215 ,445,121,37,0.8396,harvard,2009
Carson Sullivan," Charlotte Christian (Charlotte, NC)  ", SG , 6-2 / 175 ,296,80,17,0.8681,pennsylvania,2009
Brian Fitzpatrick," Northfield Mount Hermon (Northfield, MA)  ", PF , 6-7 / 215 ,798,210,19,0.7667,pennsylvania,2009
Ian Hummer," Gonzaga  (Washington, DC)  ", PF , 6-6 / 225 ,232,64,1,0.8903,princeton,2009
Will Barrett," Central Bucks South (Warrington, PA)  ", PF , 6-8 / 197 ,368,97,9,0.8521,princeton,2009
Gus Gabel," Chaparral (Scottsdale, AZ)  ", SF , 6-7 / 185 ,612,106,9,0.7990,princeton,2009
Jimmy Sherburne," Whitefish Bay (Milwaukee, WI)  ", SG , 6-2 / 175 ,617,148,9,0.7958,princeton,2009
Austin Morgan," Reno (Reno, NV)  ", PG , 5-11 / 165 ,376,70,8,0.8493,yale,2009
Mike Grace," Mount Tabor (Winston Salem, NC)  ", PG , 6-0 / 175 ,428,77,25,0.8427,yale,2009
Jesse Pritchard," Ames (Ames, IA)  ", SF , 6-4 / 180 ,688,120,10,0.7667,yale,2009
Sam Martin," Worcester Academy (Worcester, MA)  ", SG , 6-2 / 200 ,700,172,15,0.7667,yale,2009
Kevin Dukes," Stephenson (Stone Mountain, GA)  ", PG , 5-9 / 145 ,722,151,39,0.7667,bethune-cookman,2009
Javaris Bryant," Westlake (Atlanta, GA)  ", SF , 6-5 / 200 ,769,135,41,0.7667,bethune-cookman,2009
Jonathan Landry," James Madison (San Antonio, TX)  ", PF , 6-5 / 215 ,744,195,77,0.7667,coppin-state,2009
Quinston Reggins," San Jose Conservation Corps Charter (San Jose, CA)  ", SG , 6-1 / 172 ,754,183,69,0.7667,coppin-state,2009
Darrian David," Erie C.C. (Buffalo, NY)  ", SG , 6-3 / 195 ,74,18,3,0.7667,delaware-state,2009
Rasheem Jenkins," Carthage (Carthage, TX)  ", PG , 5-11 / 185 ,753,162,79,0.7667,famu,2009
Diamon Alexander," Holmes C.C. (Goodman, MS)  ", PF , 6-7 / 215 ,138,41,5,0.7667,famu,2009
Travis Wallace," Campbell (Smyrna, GA)  ", SF , 6-6 / 185 ,773,137,43,0.7667,famu,2009
Tyreak Johnson," St. Raymond For Boys (Bronx, NY)  ", PG , 6-0 / 185 ,313,55,7,0.8618,howard,2009
Michael Phillips," Riverbend (Fredericksburg, VA)  ", SF , 6-7 / 190 ,498,84,23,0.8271,howard,2009
Robby Johnson," Bishop George Ahr (Edison, NJ)  ", SF , 6-6 / 210 ,572,98,19,0.8111,howard,2009
Jamal Edwards," Lamar C.C. (Lamar, CO)  ", SF , 6-3 / 185 ,100,30,2,0.7667,umes,2009
Kevin White," New York Harbor School (Brooklyn, NY)  ", PG , 5-10 / 170 ,719,150,22,0.7667,umes,2009
Freddy Obame," Monroe College (New Rochelle, NY)  ", PF , 6-5 / 240 ,129,37,5,0.7667,umes,2009
Keith Spellman," Thomas Jefferson (Rochester, NY)  ", SG , 6-3 / 168 ,527,126,15,0.8208,morgan-state,2009
Mennon Chavis," C A Bouton Middle School (Voorheesville, NY)  ", SG , 6-5 / 195 ,687,168,21,0.7667,norfolk-state,2009
Lawrence Smith," Bishop McNamara (District Heights, MD)  ", SG , 6-4 / 200 ,749,182,21,0.7667,ncat,2009
Dwayne Sims," Rock Hill (Rock Hill, SC)  ", SG , 6-6 / 185 ,637,156,7,0.7667,nccu,2009
T.J Granger," Allegany (Cumberland, MD)  ", C , 6-9 / 270 ,783,76,24,0.7667,nccu,2009
CJ Wilkerson," Clinton Sr Hi (Clinton, SC)  ", SF , 6-4 / 205 ,797,142,11,0.7667,nccu,2009
Shaquil Barber," Griffin (Griffin, GA)  ", PG , 6-0 / 175 ,306,53,22,0.8649,south-carolina-state,2009
Rondrico Hightower," Angelina College (Lufkin, TX)  ", PF , 6-7 / 240 ,39,14,7,0.8111,south-carolina-state,2009
Tyvon Williams," Monroe C.C. (Rochester, NY)  ", PG , 5-11 / 160 ,42,6,2,0.7889,south-carolina-state,2009
Devon McBride," Hutchinson C.C. (Hutchinson, KS)  ", SG , 6-3 / 210 ,146,36,17,0.7667,south-carolina-state,2009
Joe Wright," Olney Central College (Olney, IL)  ", PF , 6-7 / 230 ,149,44,10,0.7667,south-carolina-state,2009
Raphael Jordan," John Carroll School (Bel Air, MD)  ", PG , 6-1 / 185 ,631,136,16,0.7667,bryant,2009
Alex Herzing," The Hill School (Pottstown, PA)  ", C , 7-0 / 250 ,685,69,19,0.7667,bryant,2009
Vladyslav Kondratyev," The Rock School (Gainesville, FL)  ", PF , 6-8 / 225 ,724,191,46,0.7667,bryant,2009
Erick Smith," John Carroll School (Bel Air, MD)  ", PG , 6-3 / 180 ,739,157,20,0.7667,bryant,2009
Mike Scott," Carbon (Price, UT)  ", PG , 6-0 / 175 ,653,141,11,0.7667,fairleigh-dickinson,2009
Kenny Onyechi," Kempner (Sugar Land, TX)  ", PF , 6-6 / 210 ,514,140,47,0.8240,liu-brooklyn,2009
Kristijan Krajina," Charlottesville (Charlottesville, VA)  ", SF , 6-9 / 210 ,488,83,22,0.8271,mount-st-marys,2009
Dave Golladay," Dr. Henry Wise (Upper Marlboro, MD)  ", SG , 6-1 / 180 ,493,122,12,0.8271,mount-st-marys,2009
Raven Barber," Paul VI Catholic (Fairfax, VA)  ", PF , 6-7 / 220 ,534,146,25,0.8194,mount-st-marys,2009
Lijah Thompson," Monsignor Bonner (Drexel Hill, PA)  ", PF , 6-7 / 200 ,422,112,12,0.8427,robert-morris,2009
Karon Abraham," East Side (Newark, NJ)  ", PG , 5-9 / 155 ,495,95,16,0.8271,robert-morris,2009
Brad Piehl," New Knoxville (New Knoxville, OH)  ", PF , 6-7 / 215 ,511,139,21,0.8240,robert-morris,2009
Coron Williams," Christchurch School (Church View, VA)  ", SG , 6-2 / 170 ,592,142,26,0.8083,robert-morris,2009
Umar Shannon," Atlantic City (Atlantic City, NJ)  ", PG , 6-1 / 175 ,390,72,12,0.8490,saint-francis,2009
Ronald Johnson," Gettysburg Area (Gettysburg, PA)  ", PF , 6-8 / 215 ,433,117,14,0.8427,saint-francis,2009
Chris Johnson," Denbigh (Newport News, VA)  ", PG , 5-10 / 170 ,529,107,24,0.8208,saint-francis,2009
Darwin Ellis," Abraham Lincoln (Brooklyn, NY)  ", PG , 5-8 / 155 ,602,128,18,0.8052,sfny,2009
Alexander Harrington," Salina Central (Salina, KS)  ", PF , 6-8 / 226 ,769,203,7,0.7667,sfny,2009
Akeem Bennett," Western Oklahoma State College (Altus, OK)  ", SF , 6-3 / 195 ,160,42,11,0.7667,sfny,2009
Phillip Roth," Richardson (Richardson, TX)  ", PF , 6-7 / 210 ,491,134,42,0.8271,wagner,2009
Danny Mundweiler," Olathe East (Olathe, KS)  ", PG , 5-10 / 180 ,536,111,4,0.8181,wagner,2009
Garrett Constance," College Park (The Woodlands, TX)  ", SF , 6-5 / 195 ,590,101,54,0.8090,wagner,2009
Colin Sekal," Veritas Christian Academy (Fletcher, NC)  ", SF , 6-7 / 215 ,630,109,29,0.7861,wagner,2009
Eric Mosley," Moore Traditional School (Louisville, KY)  ", PG , 5-11 / 180 ,569,118,3,0.8111,austin-peay,2009
Chris Reaves," Central (Bolivar, TN)  ", SG , 6-5 / 180 ,721,175,21,0.7667,austin-peay,2009
Ian Clark," Germantown (Germantown, TN)    ", SG , 6-3 / 170 ,317,88,8,0.8587,belmont,2009
Kerron Johnson," Madison Academy (Madison, AL)  ", PG , 6-0 / 165 ,332,59,8,0.8556,belmont,2009
Trevor Noack," Keller (Keller, TX)  ", PF , 6-7 / 205 ,537,147,49,0.8177,belmont,2009
Shaun Pratl," H L Richards (Oak Lawn, IL)  ", PF , 6-7 / 230 ,765,202,41,0.7667,eastern-illinois,2009
Spencer Perrin," Mattoon (Mattoon, IL)  ", SF , 6-6 / 190 ,655,114,34,0.7667,eastern-kentucky,2009
Willie Cruz," L'anse Creuse (Harrison Township, MI)  ", SF , 6-4 / 204 ,668,116,24,0.7667,eastern-kentucky,2009
Sean Thurston," Captain Shreve (Shreveport, LA)  ", PF , 6-8 / 215 ,743,194,7,0.7667,jacksonville-state,2009
Trenton Marshall," Jones College (Ellisville, MS)  ", SG , 6-5 / 225 ,137,34,4,0.7667,jacksonville-state,2009
Sam Goodman," Northwest Florida State College (Niceville, FL)  ", PG , 6-0 / 175 ,52,8,16,0.7667,morehead-state,2009
David Terrell," Midland (Midland, TX)  ", SF , 6-5 / 211 ,680,119,66,0.7667,morehead-state,2009
Darren Ballou," Adair County (Columbia, KY)  ", PF , 6-7 / 225 ,787,206,6,0.7667,morehead-state,2009
Corey Clemons," New Castle Chrysler Sch (New Castle, IN)  ", SG , 6-2 / 175 ,790,193,21,0.7667,morehead-state,2009
Colin Slotter," North Cobb (Kennesaw, GA)  ", SF , 6-5 / 185 ,555,95,33,0.8111,murray-state,2009
